timestamp,boot_timestamp,anchor_id,tag_id,rssi_pol1,angle_azimuth,rssi_pol2,angle_elevation,channel
1699815679866,238002,CCF9579B223C,6C1DEBA4241B,-51,46,-61,14,38
1699815679876,2148008,CCF9579B217F,6C1DEBA4241B,-60,-26,-65,0,38
1699815679940,2148081,CCF9579B217F,6C1DEBA4241B,-61,-26,-65,0,38
1699815679949,238075,CCF9579B223C,6C1DEBA4241B,-51,46,-60,14,38
1699815679967,238102,CCF9579B223C,6C1DEBA4241B,-45,46,-55,14,39
1699815680055,2148186,CCF9579B217F,6C1DEBA4241B,-61,-26,-65,0,37
1699815680057,238180,CCF9579B223C,6C1DEBA4241B,-56,46,-64,14,37
1699815680088,238223,CCF9579B223C,6C1DEBA4241B,-51,46,-60,14,38
1699815680099,2148229,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,0,38
1699815680139,2148281,CCF9579B217F,6C1DEBA4241B,-57,-28,-57,0,39
1699815680168,2148309,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,0,38
1699815680175,238302,CCF9579B223C,6C1DEBA4241B,-56,46,-64,14,37
1699815680196,2148338,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,0,38
1699815680213,238331,CCF9579B223C,6C1DEBA4241B,-51,46,-61,14,38
1699815680231,238359,CCF9579B223C,6C1DEBA4241B,-51,46,-61,14,38
1699815680231,2148365,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,38
1699815680247,2148387,CCF9579B217F,6C1DEBA4241B,-61,-28,-65,-2,37
1699815680255,238381,CCF9579B223C,6C1DEBA4241B,-56,46,-64,14,37
1699815680271,238406,CCF9579B223C,6C1DEBA4241B,-51,46,-61,14,38
1699815680273,2148412,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,38
1699815680308,238433,CCF9579B223C,6C1DEBA4241B,-51,46,-61,14,38
1699815680309,2148439,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,38
1699815680319,2148461,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,38
1699815680349,238484,CCF9579B223C,6C1DEBA4241B,-56,46,-64,14,37
1699815680407,238540,CCF9579B223C,6C1DEBA4241B,-51,46,-61,14,38
1699815680413,2148546,CCF9579B217F,6C1DEBA4241B,-60,-28,-64,-2,37
1699815680426,238561,CCF9579B223C,6C1DEBA4241B,-56,46,-64,14,37
1699815680427,2148569,CCF9579B217F,6C1DEBA4241B,-56,-28,-57,-2,39
1699815680447,2148589,CCF9579B217F,6C1DEBA4241B,-56,-28,-57,-2,39
1699815680478,238604,CCF9579B223C,6C1DEBA4241B,-51,46,-61,14,38
1699815680489,2148630,CCF9579B217F,6C1DEBA4241B,-60,-28,-64,-2,37
1699815680489,238624,CCF9579B223C,6C1DEBA4241B,-56,46,-64,14,37
1699815680513,238648,CCF9579B223C,6C1DEBA4241B,-51,46,-60,14,38
1699815680520,2148654,CCF9579B217F,6C1DEBA4241B,-60,-28,-64,-2,38
1699815680565,238701,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815680566,2148707,CCF9579B217F,6C1DEBA4241B,-60,-28,-63,-2,38
1699815680618,238744,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815680619,2148751,CCF9579B217F,6C1DEBA4241B,-60,-28,-64,-2,38
1699815680654,2148795,CCF9579B217F,6C1DEBA4241B,-60,-28,-64,-2,37
1699815680655,238789,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815680737,2148869,CCF9579B217F,6C1DEBA4241B,-56,-28,-57,-2,39
1699815680753,2148894,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815680762,238888,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815680777,238912,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815680777,2148919,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815680798,2148939,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815680930,239056,CCF9579B223C,6C1DEBA4241B,-45,46,-55,14,39
1699815680942,239078,CCF9579B223C,6C1DEBA4241B,-46,46,-55,14,39
1699815680967,239103,CCF9579B223C,6C1DEBA4241B,-45,46,-55,14,39
1699815680974,2149108,CCF9579B217F,6C1DEBA4241B,-61,-28,-65,-2,38
1699815681016,2149157,CCF9579B217F,6C1DEBA4241B,-61,-28,-64,-2,38
1699815681047,2149179,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815681049,239174,CCF9579B223C,6C1DEBA4241B,-46,46,-55,14,39
1699815681061,2149203,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815681062,239197,CCF9579B223C,6C1DEBA4241B,-45,46,-55,14,39
1699815681085,239221,CCF9579B223C,6C1DEBA4241B,-46,46,-55,14,39
1699815681107,239243,CCF9579B223C,6C1DEBA4241B,-46,46,-55,14,39
1699815681138,239263,CCF9579B223C,6C1DEBA4241B,-51,46,-60,14,38
1699815681165,2149298,CCF9579B217F,6C1DEBA4241B,-57,-28,-57,-2,39
1699815681175,2149316,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815681178,239311,CCF9579B223C,6C1DEBA4241B,-46,46,-55,14,39
1699815681195,239330,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815681234,239360,CCF9579B223C,6C1DEBA4241B,-46,46,-55,14,39
1699815681275,239410,CCF9579B223C,6C1DEBA4241B,-52,46,-61,14,38
1699815681286,2149417,CCF9579B217F,6C1DEBA4241B,-61,-28,-65,-2,38
1699815681301,239437,CCF9579B223C,6C1DEBA4241B,-51,46,-61,14,38
1699815681309,2149443,CCF9579B217F,6C1DEBA4241B,-60,-28,-64,-2,38
1699815681330,2149472,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815681331,239466,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815681353,2149494,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815681353,239488,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815681378,239513,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815681387,2149520,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815681403,239539,CCF9579B223C,6C1DEBA4241B,-46,46,-55,14,39
1699815681403,2149545,CCF9579B217F,6C1DEBA4241B,-56,-28,-57,-2,39
1699815681426,2149566,CCF9579B217F,6C1DEBA4241B,-61,-28,-64,-2,38
1699815681446,2149588,CCF9579B217F,6C1DEBA4241B,-60,-28,-64,-2,38
1699815681457,239583,CCF9579B223C,6C1DEBA4241B,-46,46,-55,14,39
1699815681531,239661,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815681587,2149718,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815681602,2149744,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815681643,2149785,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815681665,2149807,CCF9579B217F,6C1DEBA4241B,-60,-28,-63,-2,37
1699815681704,2149834,CCF9579B217F,6C1DEBA4241B,-56,-28,-57,-2,39
1699815681704,239712,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815681705,239779,CCF9579B223C,6C1DEBA4241B,-51,46,-60,14,38
1699815681705,239801,CCF9579B223C,6C1DEBA4241B,-51,46,-60,14,38
1699815681708,239828,CCF9579B223C,6C1DEBA4241B,-46,46,-55,14,39
1699815681716,2149858,CCF9579B217F,6C1DEBA4241B,-56,-28,-57,-2,39
1699815681748,2149887,CCF9579B217F,6C1DEBA4241B,-61,-28,-64,-2,38
1699815681826,239959,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815681843,2149937,CCF9579B217F,6C1DEBA4241B,-56,-28,-57,-2,39
1699815681844,2149966,CCF9579B217F,6C1DEBA4241B,-56,-28,-57,-2,39
1699815681849,2149991,CCF9579B217F,6C1DEBA4241B,-59,-26,-64,0,37
1699815681859,239985,CCF9579B223C,6C1DEBA4241B,-51,46,-60,14,38
1699815681870,2150011,CCF9579B217F,6C1DEBA4241B,-59,-26,-64,0,37
1699815681873,240005,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815681932,2150063,CCF9579B217F,6C1DEBA4241B,-59,-26,-64,0,37
1699815681974,2150115,CCF9579B217F,6C1DEBA4241B,-59,-26,-64,0,37
1699815681983,240109,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815682025,240159,CCF9579B223C,6C1DEBA4241B,-51,46,-61,14,38
1699815682033,2150165,CCF9579B217F,6C1DEBA4241B,-61,-26,-65,0,38
1699815682052,2150194,CCF9579B217F,6C1DEBA4241B,-59,-26,-64,0,37
1699815682052,240188,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815682087,240213,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815682102,2150242,CCF9579B217F,6C1DEBA4241B,-61,-26,-65,0,38
1699815682105,240235,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815682125,240261,CCF9579B223C,6C1DEBA4241B,-51,46,-60,14,38
1699815682135,2150267,CCF9579B217F,6C1DEBA4241B,-61,-28,-65,-2,38
1699815682153,240287,CCF9579B223C,6C1DEBA4241B,-51,46,-60,14,38
1699815682153,2150293,CCF9579B217F,6C1DEBA4241B,-61,-28,-65,-2,38
1699815682171,2150313,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815682172,240307,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815682201,2150340,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815682237,2150369,CCF9579B217F,6C1DEBA4241B,-61,-28,-64,-2,38
1699815682238,240363,CCF9579B223C,6C1DEBA4241B,-51,46,-60,14,38
1699815682256,2150395,CCF9579B217F,6C1DEBA4241B,-60,-28,-64,-2,38
1699815682256,240389,CCF9579B223C,6C1DEBA4241B,-51,46,-61,14,38
1699815682277,240413,CCF9579B223C,6C1DEBA4241B,-51,46,-60,14,38
1699815682277,2150419,CCF9579B217F,6C1DEBA4241B,-61,-28,-65,-2,38
1699815682297,2150439,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815682322,2150463,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815682333,240458,CCF9579B223C,6C1DEBA4241B,-46,46,-55,14,39
1699815682351,2150493,CCF9579B217F,6C1DEBA4241B,-57,-28,-57,-2,39
1699815682352,240487,CCF9579B223C,6C1DEBA4241B,-46,46,-55,14,39
1699815682396,2150538,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815682421,2150562,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815682429,240556,CCF9579B223C,6C1DEBA4241B,-52,46,-60,14,38
1699815682448,240583,CCF9579B223C,6C1DEBA4241B,-52,46,-61,16,38
1699815682457,2150589,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815682478,240613,CCF9579B223C,6C1DEBA4241B,-52,46,-60,16,38
1699815682478,2150620,CCF9579B217F,6C1DEBA4241B,-58,-28,-57,-2,39
1699815682566,2150699,CCF9579B217F,6C1DEBA4241B,-59,-28,-64,-2,37
1699815682567,240692,CCF9579B223C,6C1DEBA4241B,-57,46,-64,16,37
1699815682587,2150728,CCF9579B217F,6C1DEBA4241B,-61,-30,-65,-2,38
1699815682587,240722,CCF9579B223C,6C1DEBA4241B,-52,46,-60,16,38
1699815682606,240742,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815682633,2150775,CCF9579B217F,6C1DEBA4241B,-58,-30,-57,-2,39
1699815682642,240768,CCF9579B223C,6C1DEBA4241B,-52,46,-60,14,38
1699815682653,240789,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815682661,2150795,CCF9579B217F,6C1DEBA4241B,-61,-30,-65,-2,38
1699815682696,240831,CCF9579B223C,6C1DEBA4241B,-57,46,-64,14,37
1699815682696,2150838,CCF9579B217F,6C1DEBA4241B,-61,-30,-65,-2,38
