timestamp,boot_timestamp,anchor_id,tag_id,rssi_pol1,angle_azimuth,rssi_pol2,angle_elevation,channel
1699737139371,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737139419,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737139466,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737139642,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737139710,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737139778,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737139982,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737140026,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737140062,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737140226,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737140262,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737140302,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737140478,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737140522,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737140566,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737140734,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737140770,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737140810,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737140966,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737140998,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737141030,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737141162,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737141202,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737141238,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737141366,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737141406,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737141446,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737141574,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737141614,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737141646,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737141802,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737141834,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737141866,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737142002,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737142034,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737142066,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737142202,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737142234,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737142266,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737142402,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737142434,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737142466,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737142594,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737142634,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737142666,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737142794,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737142827,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737142866,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737142994,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737143026,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737143058,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737143202,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737143234,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737143266,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737143410,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737143442,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737143474,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737143610,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737143642,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737143674,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737143810,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737143844,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737143884,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737144053,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737144088,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737144128,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737144288,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737144337,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737144372,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737144552,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737144593,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737144641,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737144812,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737144852,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737144908,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737145110,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737145158,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737145210,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737145398,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737145439,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737145479,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737145702,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737145758,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737145796,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737145963,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737146002,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737146034,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737146226,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737146271,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737146318,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737146486,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737146526,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737146562,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737146734,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
1699737146770,1117130,CCF9579B217F,6C1DEBA4241C,-59,32,0,-67,39
1699737146806,1111242,CCF9579B22B0,6C1DEBA4241C,-62,38,8,-58,39
1699737146990,1129320,CCF9579B21AE,6C1DEBA4241C,-65,26,6,-65,37
